UserId,VoteTypeId,Percentile25,minValue,CloneGroupMax,EachGroup_Mean,EachGroup_Median,CloneGroupVariance,EachGroup_SD,elementNo
7412,Downvotes,4,4,4,4,4,0,0,1
51382,Downvotes,0,0,0,0,0,0,0,0
24054,Downvotes,0,0,0,0,0,0,0,0
86723,Downvotes,0,0,0,0,0,0,0,0
62055,Downvotes,0,0,0,0,0,0,0,0
93105,Downvotes,12,12,12,12,12,0,0,1
2049208,Downvotes,0,0,0,0,0,0,0,0
3295,Downvotes,2,2,2,2,2,0,0,1
91362,Downvotes,0,0,0,0,0,0,0,0
56150,Downvotes,0,0,0,0,0,0,0,0
73772,Downvotes,0,0,0,0,0,0,0,0
3474,Downvotes,0,0,0,0,0,0,0,0
29669,Downvotes,0,0,0,0,0,0,0,0
16542,Downvotes,0,0,0,0,0,0,0,0
148909,Downvotes,0,0,0,0,0,0,0,0
31136,Downvotes,1,1,1,1,1,0,0,1
2890,Downvotes,0,0,0,0,0,0,0,0
106560,Downvotes,0,0,0,0,0,0,0,0
53191,Downvotes,2,2,2,2,2,0,0,1
24097,Downvotes,0,0,0,0,0,0,0,0
111215,Downvotes,0,0,0,0,0,0,0,0
100408,Downvotes,1,1,1,1,1,0,0,1
76535,Downvotes,0,0,0,0,0,0,0,0
4970,Downvotes,0,0,0,0,0,0,0,0
120444,Downvotes,12,12,12,12,12,0,0,1
61158,Downvotes,0,0,0,0,0,0,0,0
74139,Downvotes,0,0,0,0,0,0,0,0
118130,Downvotes,0,0,0,0,0,0,0,0
27358,Downvotes,0,0,0,0,0,0,0,0
34102,Downvotes,0,0,0,0,0,0,0,0
128988,Downvotes,3,3,3,3,3,0,0,1
82804,Downvotes,1,1,1,1,1,0,0,1
29620,Downvotes,0,0,0,0,0,0,0,0
99389,Downvotes,0,0,0,0,0,0,0,0
118903,Downvotes,0,0,0,0,0,0,0,0
1432,Downvotes,0,0,0,0,0,0,0,0
131907,Downvotes,0,0,0,0,0,0,0,0
893,Downvotes,4,4,4,4,4,0,0,1
31118,Downvotes,0,0,0,0,0,0,0,0
67407,Downvotes,0,0,0,0,0,0,0,0
89266,Downvotes,3,3,3,3,3,0,0,1
143585,Downvotes,0,0,0,0,0,0,0,0
40618,Downvotes,0,0,0,0,0,0,0,0
10026,Downvotes,1,1,1,1,1,0,0,1
147604,Downvotes,0,0,0,0,0,0,0,0
16424,Downvotes,0,0,0,0,0,0,0,0
101672,Downvotes,0,0,0,0,0,0,0,0
4507,Downvotes,0,0,0,0,0,0,0,0
147322,Downvotes,0,0,0,0,0,0,0,0
53444,Downvotes,0,0,0,0,0,0,0,0
131368,Downvotes,2,2,2,2,2,0,0,1
156225,Downvotes,0,0,0,0,0,0,0,0
14731,Downvotes,0,0,0,0,0,0,0,0
70393,Downvotes,2,2,2,2,2,0,0,1
117588,Downvotes,0,0,0,0,0,0,0,0
68612,Downvotes,0,0,0,0,0,0,0,0
160270,Downvotes,0,0,0,0,0,0,0,0
112877,Downvotes,0,0,0,0,0,0,0,0
92813,Downvotes,2,2,2,2,2,0,0,1
974,Downvotes,0,0,0,0,0,0,0,0
2959,Downvotes,0,0,0,0,0,0,0,0
123724,Downvotes,0,0,0,0,0,0,0,0
32965,Downvotes,0,0,0,0,0,0,0,0
143942,Downvotes,0,0,0,0,0,0,0,0
287,Downvotes,0,0,0,0,0,0,0,0
12960,Downvotes,1,1,1,1,1,0,0,1
103043,Downvotes,0,0,0,0,0,0,0,0
132157,Downvotes,2,2,2,2,2,0,0,1
160950,Downvotes,0,0,0,0,0,0,0,0
136954,Downvotes,0,0,0,0,0,0,0,0
161142,Downvotes,0,0,0,0,0,0,0,0
90848,Downvotes,0,0,0,0,0,0,0,0
152578,Downvotes,1,1,1,1,1,0,0,1
18393,Downvotes,1,1,1,1,1,0,0,1
166611,Downvotes,1,1,1,1,1,0,0,1
22996,Downvotes,0,0,0,0,0,0,0,0
70786,Downvotes,1,1,1,1,1,0,0,1
131872,Downvotes,1,1,2,1.5,1.5,0.3333333,0.5773503,4
121993,Downvotes,0,0,0,0,0,0,0,0
14467,Downvotes,0,0,0,0,0,0,0,0
11732,Downvotes,0,0,0,0,0,0,0,0
127863,Downvotes,0,0,0,0,0,0,0,0
188691,Downvotes,0,0,0,0,0,0,0,0
572,Downvotes,2,2,2,2,2,0,0,1
15907,Downvotes,1,1,1,1,1,0,0,1
135152,Downvotes,0,0,0,0,0,0,0,0
123266,Downvotes,2,2,2,2,2,0,0,1
140816,Downvotes,1,1,1,1,1,0,0,2
75126,Downvotes,0,0,0,0,0,0,0,0
137483,Downvotes,0,0,0,0,0,0,0,0
77779,Downvotes,1,1,1,1,1,0,0,1
12048,Downvotes,0,0,0,0,0,0,0,0
53897,Downvotes,0,0,0,0,0,0,0,0
3250,Downvotes,1,1,1,1,1,0,0,1
34009,Downvotes,0,0,0,0,0,0,0,0
56242,Downvotes,0,0,0,0,0,0,0,0
2041950,Downvotes,0,0,0,0,0,0,0,0
157882,Downvotes,1.5,1,3,1.857143,2,0.4761905,0.6900656,7
26620,Downvotes,0,0,0,0,0,0,0,0
208180,Downvotes,0,0,0,0,0,0,0,0
122428,Downvotes,0,0,0,0,0,0,0,0
2979,Downvotes,1,1,1,1,1,0,0,1
61974,Downvotes,1,1,1,1,1,0,0,1
183406,Downvotes,0,0,0,0,0,0,0,0
70604,Downvotes,1,1,2,1.333333,1,0.3333333,0.5773503,3
110088,Downvotes,0,0,0,0,0,0,0,0
223429,Downvotes,0,0,0,0,0,0,0,0
48483,Downvotes,0,0,0,0,0,0,0,0
178526,Downvotes,0,0,0,0,0,0,0,0
230513,Downvotes,0,0,0,0,0,0,0,0
60956,Downvotes,0,0,0,0,0,0,0,0
157921,Downvotes,0,0,0,0,0,0,0,0
2965,Downvotes,0,0,0,0,0,0,0,0
165520,Downvotes,0,0,0,0,0,0,0,0
219183,Downvotes,0,0,0,0,0,0,0,0
34088,Downvotes,1,1,1,1,1,0,0,1
10973,Downvotes,0,0,0,0,0,0,0,0
170224,Downvotes,0,0,0,0,0,0,0,0
235354,Downvotes,0,0,0,0,0,0,0,0
138837,Downvotes,1,1,1,1,1,0,0,1
235,Downvotes,0,0,0,0,0,0,0,0
42769,Downvotes,3,3,3,3,3,0,0,1
27198,Downvotes,0,0,0,0,0,0,0,0
140938,Downvotes,0,0,0,0,0,0,0,0
209507,Downvotes,0,0,0,0,0,0,0,0
67606,Downvotes,2,2,2,2,2,0,0,1
127359,Downvotes,0,0,0,0,0,0,0,0
168657,Downvotes,0,0,0,0,0,0,0,0
252648,Downvotes,0,0,0,0,0,0,0,0
257356,Downvotes,0,0,0,0,0,0,0,0
247003,Downvotes,0,0,0,0,0,0,0,0
243613,Downvotes,0,0,0,0,0,0,0,0
104796,Downvotes,0,0,0,0,0,0,0,0
220363,Downvotes,0,0,0,0,0,0,0,0
203907,Downvotes,1.25,1,2,1.5,1.5,0.5,0.7071068,2
60698,Downvotes,0,0,0,0,0,0,0,0
126769,Downvotes,1,1,1,1,1,0,0,1
13,Downvotes,0,0,0,0,0,0,0,0
251173,Downvotes,0,0,0,0,0,0,0,0
250798,Downvotes,1,1,1,1,1,0,0,1
190586,Downvotes,0,0,0,0,0,0,0,0
256660,Downvotes,14,14,14,14,14,0,0,1
68587,Downvotes,1,1,1,1,1,0,0,1
188865,Downvotes,0,0,0,0,0,0,0,0
228591,Downvotes,0,0,0,0,0,0,0,0
263321,Downvotes,0,0,0,0,0,0,0,0
227140,Downvotes,0,0,0,0,0,0,0,0
276101,Downvotes,1.75,1,4,2.5,2.5,4.5,2.12132,2
250648,Downvotes,0,0,0,0,0,0,0,0
104117,Downvotes,0,0,0,0,0,0,0,0
6365,Downvotes,0,0,0,0,0,0,0,0
193892,Downvotes,0,0,0,0,0,0,0,0
282762,Downvotes,0,0,0,0,0,0,0,0
247533,Downvotes,1.25,1,2,1.5,1.5,0.5,0.7071068,2
236465,Downvotes,0,0,0,0,0,0,0,0
37213,Downvotes,1,1,4,1.75,1,2.25,1.5,4
11238,Downvotes,0,0,0,0,0,0,0,0
14955,Downvotes,0,0,0,0,0,0,0,0
269446,Downvotes,1,1,1,1,1,0,0,1
104950,Downvotes,1,1,1,1,1,0,0,1
9371,Downvotes,0,0,0,0,0,0,0,0
13249,Downvotes,0,0,0,0,0,0,0,0
87197,Downvotes,1,1,1,1,1,0,0,1
208446,Downvotes,0,0,0,0,0,0,0,0
279218,Downvotes,0,0,0,0,0,0,0,0
192247,Downvotes,0,0,0,0,0,0,0,0
296055,Downvotes,0,0,0,0,0,0,0,0
265143,Downvotes,0,0,0,0,0,0,0,0
30316,Downvotes,1,1,1,1,1,0,0,1
252579,Downvotes,0,0,0,0,0,0,0,0
223339,Downvotes,0,0,0,0,0,0,0,0
176291,Downvotes,0,0,0,0,0,0,0,0
115145,Downvotes,0,0,0,0,0,0,0,0
83406,Downvotes,1,1,1,1,1,0,0,1
268396,Downvotes,0,0,0,0,0,0,0,0
271236,Downvotes,0,0,0,0,0,0,0,0
196211,Downvotes,0,0,0,0,0,0,0,0
292728,Downvotes,0,0,0,0,0,0,0,0
108326,Downvotes,0,0,0,0,0,0,0,0
141321,Downvotes,1,1,1,1,1,0,0,1
111313,Downvotes,0,0,0,0,0,0,0,0
185722,Downvotes,0,0,0,0,0,0,0,0
300204,Downvotes,0,0,0,0,0,0,0,0
185723,Downvotes,0,0,0,0,0,0,0,0
72673,Downvotes,0,0,0,0,0,0,0,0
121364,Downvotes,0,0,0,0,0,0,0,0
149956,Downvotes,0,0,0,0,0,0,0,0
115890,Downvotes,0,0,0,0,0,0,0,0
324249,Downvotes,0,0,0,0,0,0,0,0
294750,Downvotes,0,0,0,0,0,0,0,0
276052,Downvotes,1,1,1,1,1,0,0,2
129599,Downvotes,3,3,3,3,3,0,0,1
49804,Downvotes,0,0,0,0,0,0,0,0
17343,Downvotes,0,0,0,0,0,0,0,0
120574,Downvotes,1,1,1,1,1,0,0,1
143969,Downvotes,0,0,0,0,0,0,0,0
192637,Downvotes,0,0,0,0,0,0,0,0
170974,Downvotes,0,0,0,0,0,0,0,0
105744,Downvotes,5,5,5,5,5,0,0,1
90203,Downvotes,0,0,0,0,0,0,0,0
139985,Downvotes,0,0,0,0,0,0,0,0
127724,Downvotes,0,0,0,0,0,0,0,0
135589,Downvotes,3,3,3,3,3,0,0,1
140934,Downvotes,1,1,1,1,1,0,0,1
98811,Downvotes,0,0,0,0,0,0,0,0
210526,Downvotes,0,0,0,0,0,0,0,0
11002,Downvotes,0,0,0,0,0,0,0,0
189511,Downvotes,0,0,0,0,0,0,0,0
255494,Downvotes,0,0,0,0,0,0,0,0
326480,Downvotes,0,0,0,0,0,0,0,0
241590,Downvotes,0,0,0,0,0,0,0,0
62130,Downvotes,0,0,0,0,0,0,0,0
36710,Downvotes,0,0,0,0,0,0,0,0
201058,Downvotes,0,0,0,0,0,0,0,0
15472,Downvotes,0,0,0,0,0,0,0,0
355461,Downvotes,0,0,0,0,0,0,0,0
313137,Downvotes,0,0,0,0,0,0,0,0
244296,Downvotes,2,2,2,2,2,0,0,1
294738,Downvotes,0,0,0,0,0,0,0,0
14673,Downvotes,0,0,0,0,0,0,0,0
46571,Downvotes,0,0,0,0,0,0,0,0
106189,Downvotes,0,0,0,0,0,0,0,0
148607,Downvotes,0,0,0,0,0,0,0,0
127479,Downvotes,0,0,0,0,0,0,0,0
370735,Downvotes,0,0,0,0,0,0,0,0
122207,Downvotes,0,0,0,0,0,0,0,0
373861,Downvotes,0,0,0,0,0,0,0,0
350890,Downvotes,0,0,0,0,0,0,0,0
237993,Downvotes,0,0,0,0,0,0,0,0
258636,Downvotes,0,0,0,0,0,0,0,0
155392,Downvotes,1,1,1,1,1,0,0,1
308254,Downvotes,0,0,0,0,0,0,0,0
21368,Downvotes,0,0,0,0,0,0,0,0
7586,Downvotes,0,0,0,0,0,0,0,0
149808,Downvotes,0,0,0,0,0,0,0,0
77705,Downvotes,0,0,0,0,0,0,0,0
241039,Downvotes,0,0,0,0,0,0,0,0
228171,Downvotes,1,1,1,1,1,0,0,1
380317,Downvotes,0,0,0,0,0,0,0,0
105224,Downvotes,1,1,1,1,1,0,0,1
357556,Downvotes,0,0,0,0,0,0,0,0
309259,Downvotes,0,0,0,0,0,0,0,0
306602,Downvotes,0,0,0,0,0,0,0,0
4052,Downvotes,0,0,0,0,0,0,0,0
104302,Downvotes,0,0,0,0,0,0,0,0
402033,Downvotes,2,2,2,2,2,0,0,1
360257,Downvotes,1,1,1,1,1,0,0,1
388299,Downvotes,1,1,1,1,1,0,0,1
241475,Downvotes,0,0,0,0,0,0,0,0
25122,Downvotes,2,2,2,2,2,0,0,2
190816,Downvotes,0,0,0,0,0,0,0,0
232539,Downvotes,1,1,1,1,1,0,0,1
383861,Downvotes,1,1,1,1,1,0,0,3
416571,Downvotes,0,0,0,0,0,0,0,0
23976,Downvotes,0,0,0,0,0,0,0,0
2598,Downvotes,0,0,0,0,0,0,0,0
126916,Downvotes,0,0,0,0,0,0,0,0
143093,Downvotes,0,0,0,0,0,0,0,0
309348,Downvotes,0,0,0,0,0,0,0,0
429639,Downvotes,0,0,0,0,0,0,0,0
291538,Downvotes,0,0,0,0,0,0,0,0
19875,Downvotes,2,2,2,2,2,0,0,1
300311,Downvotes,0,0,0,0,0,0,0,0
144542,Downvotes,0,0,0,0,0,0,0,0
103154,Downvotes,1,1,1,1,1,0,0,1
436897,Downvotes,0,0,0,0,0,0,0,0
121459,Downvotes,0,0,0,0,0,0,0,0
251931,Downvotes,0,0,0,0,0,0,0,0
260990,Downvotes,1,1,47,10.8,2,410.2,20.25339,5
154527,Downvotes,0,0,0,0,0,0,0,0
111424,Downvotes,0,0,0,0,0,0,0,0
115018,Downvotes,0,0,0,0,0,0,0,0
310068,Downvotes,0,0,0,0,0,0,0,0
225667,Downvotes,0,0,0,0,0,0,0,0
450398,Downvotes,0,0,0,0,0,0,0,0
221213,Downvotes,0,0,0,0,0,0,0,0
225899,Downvotes,0,0,0,0,0,0,0,0
25949,Downvotes,0,0,0,0,0,0,0,0
107331,Downvotes,0,0,0,0,0,0,0,0
342852,Downvotes,0,0,0,0,0,0,0,0
21441,Downvotes,0,0,0,0,0,0,0,0
26051,Downvotes,1,1,1,1,1,0,0,1
457470,Downvotes,0,0,0,0,0,0,0,0
432433,Downvotes,0,0,0,0,0,0,0,0
216517,Downvotes,1,1,1,1,1,0,0,1
312480,Downvotes,0,0,0,0,0,0,0,0
13267,Downvotes,0,0,0,0,0,0,0,0
422597,Downvotes,1,1,1,1,1,0,0,1
31671,Downvotes,2,2,2,2,2,0,0,1
378024,Downvotes,0,0,0,0,0,0,0,0
465582,Downvotes,0,0,0,0,0,0,0,0
469153,Downvotes,4,4,4,4,4,0,0,1
316477,Downvotes,12,12,12,12,12,0,0,1
45668,Downvotes,0,0,0,0,0,0,0,0
138883,Downvotes,0,0,0,0,0,0,0,0
244128,Downvotes,0,0,0,0,0,0,0,0
26457,Downvotes,0,0,0,0,0,0,0,0
83695,Downvotes,0,0,0,0,0,0,0,0
15619,Downvotes,4,4,4,4,4,0,0,1
369591,Downvotes,1,1,1,1,1,0,0,1
212952,Downvotes,0,0,0,0,0,0,0,0
157247,Downvotes,0,0,0,0,0,0,0,0
136928,Downvotes,0,0,0,0,0,0,0,0
225757,Downvotes,0,0,0,0,0,0,0,0
487449,Downvotes,0,0,0,0,0,0,0,0
446251,Downvotes,0,0,0,0,0,0,0,0
418556,Downvotes,1,1,2,1.5,1.5,0.2777778,0.5270463,10
248432,Downvotes,0,0,0,0,0,0,0,0
474786,Downvotes,1,1,1,1,1,0,0,1
27657,Downvotes,0,0,0,0,0,0,0,0
312407,Downvotes,1,1,1,1,1,0,0,1
418183,Downvotes,0,0,0,0,0,0,0,0
497833,Downvotes,3,3,3,3,3,0,0,1
496380,Downvotes,0,0,0,0,0,0,0,0
109360,Downvotes,1,1,1,1,1,0,0,1
271357,Downvotes,0,0,0,0,0,0,0,0
306855,Downvotes,0,0,0,0,0,0,0,0
234901,Downvotes,0,0,0,0,0,0,0,0
427763,Downvotes,0,0,0,0,0,0,0,0
507783,Downvotes,0,0,0,0,0,0,0,0
489041,Downvotes,0,0,0,0,0,0,0,0
52233,Downvotes,3,3,3,3,3,0,0,1
116614,Downvotes,0,0,0,0,0,0,0,0
183579,Downvotes,0,0,0,0,0,0,0,0
74694,Downvotes,0,0,0,0,0,0,0,0
224844,Downvotes,3,3,3,3,3,0,0,1
243990,Downvotes,0,0,0,0,0,0,0,0
513838,Downvotes,0,0,0,0,0,0,0,0
62848,Downvotes,0,0,0,0,0,0,0,0
177701,Downvotes,0,0,0,0,0,0,0,0
437679,Downvotes,0,0,0,0,0,0,0,0
471164,Downvotes,0,0,0,0,0,0,0,0
3767,Downvotes,0,0,0,0,0,0,0,0
198153,Downvotes,0,0,0,0,0,0,0,0
340390,Downvotes,0,0,0,0,0,0,0,0
493569,Downvotes,0,0,0,0,0,0,0,0
451726,Downvotes,0,0,0,0,0,0,0,0
478399,Downvotes,2,2,2,2,2,0,0,1
190303,Downvotes,0,0,0,0,0,0,0,0
308219,Downvotes,0,0,0,0,0,0,0,0
473081,Downvotes,0,0,0,0,0,0,0,0
521799,Downvotes,1,1,1,1,1,0,0,1
11858,Downvotes,0,0,0,0,0,0,0,0
347487,Downvotes,1,1,1,1,1,0,0,1
384713,Downvotes,0,0,0,0,0,0,0,0
488241,Downvotes,0,0,0,0,0,0,0,0
539757,Downvotes,0,0,0,0,0,0,0,0
84328,Downvotes,1,1,1,1,1,0,0,1
227149,Downvotes,0,0,0,0,0,0,0,0
47773,Downvotes,0,0,0,0,0,0,0,0
540312,Downvotes,2,2,2,2,2,0,0,1
368472,Downvotes,6,6,6,6,6,0,0,1
443523,Downvotes,1,1,1,1,1,0,0,1
150325,Downvotes,0,0,0,0,0,0,0,0
553496,Downvotes,0,0,0,0,0,0,0,0
495545,Downvotes,0,0,0,0,0,0,0,0
200410,Downvotes,0,0,0,0,0,0,0,0
369021,Downvotes,0,0,0,0,0,0,0,0
555031,Downvotes,0,0,0,0,0,0,0,0
80932,Downvotes,0,0,0,0,0,0,0,0
533800,Downvotes,0,0,0,0,0,0,0,0
249991,Downvotes,0,0,0,0,0,0,0,0
315650,Downvotes,0,0,0,0,0,0,0,0
467592,Downvotes,0,0,0,0,0,0,0,0
527617,Downvotes,0,0,0,0,0,0,0,0
348183,Downvotes,0,0,0,0,0,0,0,0
553308,Downvotes,0,0,0,0,0,0,0,0
57828,Downvotes,0,0,0,0,0,0,0,0
552759,Downvotes,1,1,1,1,1,0,0,1
457982,Downvotes,0,0,0,0,0,0,0,0
241552,Downvotes,0,0,0,0,0,0,0,0
458093,Downvotes,0,0,0,0,0,0,0,0
89806,Downvotes,0,0,0,0,0,0,0,0
488579,Downvotes,0,0,0,0,0,0,0,0
207927,Downvotes,0,0,0,0,0,0,0,0
185541,Downvotes,0,0,0,0,0,0,0,0
470789,Downvotes,0,0,0,0,0,0,0,0
7793,Downvotes,0,0,0,0,0,0,0,0
46375,Downvotes,0,0,0,0,0,0,0,0
554135,Downvotes,0,0,0,0,0,0,0,0
247921,Downvotes,0,0,0,0,0,0,0,0
579576,Downvotes,0,0,0,0,0,0,0,0
183172,Downvotes,0,0,0,0,0,0,0,0
491764,Downvotes,0,0,0,0,0,0,0,0
201498,Downvotes,0,0,0,0,0,0,0,0
479027,Downvotes,0,0,0,0,0,0,0,0
577334,Downvotes,1,1,1,1,1,0,0,2
472270,Downvotes,0,0,0,0,0,0,0,0
242397,Downvotes,0,0,0,0,0,0,0,0
45664,Downvotes,0,0,0,0,0,0,0,0
460449,Downvotes,0,0,0,0,0,0,0,0
106979,Downvotes,0,0,0,0,0,0,0,0
576766,Downvotes,0,0,0,0,0,0,0,0
341508,Downvotes,0,0,0,0,0,0,0,0
593141,Downvotes,28,28,28,28,28,0,0,1
425491,Downvotes,0,0,0,0,0,0,0,0
522444,Downvotes,1,1,3,1.4,1,0.4888889,0.6992059,10
512958,Downvotes,0,0,0,0,0,0,0,0
584862,Downvotes,1,1,1,1,1,0,0,1
508035,Downvotes,0,0,0,0,0,0,0,0
11296,Downvotes,0,0,0,0,0,0,0,0
62262,Downvotes,0,0,0,0,0,0,0,0
212211,Downvotes,0,0,0,0,0,0,0,0
423105,Downvotes,0,0,0,0,0,0,0,0
189950,Downvotes,0,0,0,0,0,0,0,0
144746,Downvotes,0,0,0,0,0,0,0,0
82511,Downvotes,0,0,0,0,0,0,0,0
583980,Downvotes,0,0,0,0,0,0,0,0
587121,Downvotes,0,0,0,0,0,0,0,0
280244,Downvotes,0,0,0,0,0,0,0,0
57695,Downvotes,1,1,1,1,1,0,0,1
372550,Downvotes,2,2,2,2,2,0,0,1
123844,Downvotes,0,0,0,0,0,0,0,0
330057,Downvotes,0,0,0,0,0,0,0,0
269377,Downvotes,0,0,0,0,0,0,0,0
210070,Downvotes,1,1,1,1,1,0,0,1
178033,Downvotes,0,0,0,0,0,0,0,0
246461,Downvotes,0,0,0,0,0,0,0,0
579240,Downvotes,0,0,0,0,0,0,0,0
613016,Downvotes,0,0,0,0,0,0,0,0
529630,Downvotes,0,0,0,0,0,0,0,0
273200,Downvotes,1,1,1,1,1,0,0,1
40342,Downvotes,0,0,0,0,0,0,0,0
509477,Downvotes,0,0,0,0,0,0,0,0
425532,Downvotes,0,0,0,0,0,0,0,0
217324,Downvotes,0,0,0,0,0,0,0,0
367319,Downvotes,0,0,0,0,0,0,0,0
307767,Downvotes,0,0,0,0,0,0,0,0
520394,Downvotes,0,0,0,0,0,0,0,0
614899,Downvotes,0,0,0,0,0,0,0,0
605744,Downvotes,0,0,0,0,0,0,0,0
571407,Downvotes,0,0,0,0,0,0,0,0
13956,Downvotes,0,0,0,0,0,0,0,0
600500,Downvotes,0,0,0,0,0,0,0,0
95361,Downvotes,0,0,0,0,0,0,0,0
139595,Downvotes,0,0,0,0,0,0,0,0
160811,Downvotes,0,0,0,0,0,0,0,0
642148,Downvotes,0,0,0,0,0,0,0,0
444810,Downvotes,0,0,0,0,0,0,0,0
488054,Downvotes,0,0,0,0,0,0,0,0
241022,Downvotes,0,0,0,0,0,0,0,0
396730,Downvotes,0,0,0,0,0,0,0,0
343955,Downvotes,2,2,2,2,2,0,0,1
630231,Downvotes,0,0,0,0,0,0,0,0
242348,Downvotes,0,0,0,0,0,0,0,0
264043,Downvotes,0,0,0,0,0,0,0,0
584597,Downvotes,0,0,0,0,0,0,0,0
311001,Downvotes,0,0,0,0,0,0,0,0
660187,Downvotes,0,0,0,0,0,0,0,0
328862,Downvotes,0,0,0,0,0,0,0,0
157852,Downvotes,0,0,0,0,0,0,0,0
427309,Downvotes,0,0,0,0,0,0,0,0
301607,Downvotes,0,0,0,0,0,0,0,0
363573,Downvotes,0,0,0,0,0,0,0,0
571433,Downvotes,0,0,0,0,0,0,0,0
23368,Downvotes,0,0,0,0,0,0,0,0
609251,Downvotes,0,0,0,0,0,0,0,0
301153,Downvotes,0,0,0,0,0,0,0,0
432193,Downvotes,0,0,0,0,0,0,0,0
477771,Downvotes,0,0,0,0,0,0,0,0
302916,Downvotes,0,0,0,0,0,0,0,0
581580,Downvotes,0,0,0,0,0,0,0,0
329637,Downvotes,0,0,0,0,0,0,0,0
332531,Downvotes,0,0,0,0,0,0,0,0
554431,Downvotes,0,0,0,0,0,0,0,0
241717,Downvotes,1,1,1,1,1,0,0,1
193256,Downvotes,0,0,0,0,0,0,0,0
22459,Downvotes,0,0,0,0,0,0,0,0
550966,Downvotes,2,2,2,2,2,0,0,1
86195,Downvotes,0,0,0,0,0,0,0,0
137484,Downvotes,0,0,0,0,0,0,0,0
184998,Downvotes,0,0,0,0,0,0,0,0
682021,Downvotes,0,0,0,0,0,0,0,0
685641,Downvotes,0,0,0,0,0,0,0,0
103959,Downvotes,0,0,0,0,0,0,0,0
633239,Downvotes,1,1,1,1,1,0,0,1
524566,Downvotes,0,0,0,0,0,0,0,0
682965,Downvotes,0,0,0,0,0,0,0,0
20003,Downvotes,0,0,0,0,0,0,0,0
141081,Downvotes,0,0,0,0,0,0,0,0
195912,Downvotes,0,0,0,0,0,0,0,0
441368,Downvotes,1,1,1,1,1,0,0,1
155137,Downvotes,0,0,0,0,0,0,0,0
2113225,Downvotes,1,1,1,1,1,0,0,1
653230,Downvotes,0,0,0,0,0,0,0,0
559070,Downvotes,0,0,0,0,0,0,0,0
39532,Downvotes,0,0,0,0,0,0,0,0
188107,Downvotes,0,0,0,0,0,0,0,0
82344,Downvotes,0,0,0,0,0,0,0,0
210271,Downvotes,0,0,0,0,0,0,0,0
150771,Downvotes,0,0,0,0,0,0,0,0
414271,Downvotes,1,1,1,1,1,0,0,1
613495,Downvotes,0,0,0,0,0,0,0,0
703777,Downvotes,0,0,0,0,0,0,0,0
683825,Downvotes,0,0,0,0,0,0,0,0
122607,Downvotes,0,0,0,0,0,0,0,0
593010,Downvotes,0,0,0,0,0,0,0,0
355232,Downvotes,1,1,1,1,1,0,0,1
678534,Downvotes,0,0,0,0,0,0,0,0
506879,Downvotes,0,0,0,0,0,0,0,0
572129,Downvotes,0,0,0,0,0,0,0,0
