AnswertId,CloneClassType,QuestionId,CreateDate,Scores,Granularity
13681316,1,13681189,2012-12-03 10:28:13,1,Functions
28905846,1,28905780,2015-03-06 19:04:10,1,Functions
29985284,1,29984228,2015-05-01 10:29:32,6,Functions
40964515,1,40964336,2016-12-04 22:34:01,0,Functions
37343694,1,37328561,2016-05-20 9:58:59,0,Functions
26612974,1,26612925,2014-10-28 16:02:21,3,Functions
23178130,1,23174985,2014-04-20 3:32:25,2,Functions
40180454,1,40180144,2016-10-21 15:29:54,2,Functions
26613682,1,26607930,2014-10-28 16:36:28,0,Functions
7938763,1,7938611,2011-10-29 11:58:46,5,Functions
22826671,1,22826408,2014-04-03 2:22:29,3,Functions
25706265,1,25698072,2014-09-07 1:20:47,10,Functions
5679190,1,5665834,2011-04-15 15:43:17,1,Functions
35601750,1,35600071,2016-02-24 12:06:26,1,Functions
21116852,1,21018787,2014-01-14 15:07:26,2,Functions
12301173,1,12266196,2012-09-06 13:25:44,2,Functions
52150873,1,52149016,2018-09-03 13:35:57,3,Functions
28331037,1,28330420,2015-02-04 20:42:03,0,Functions
42537827,1,42537177,2017-03-01 17:07:47,0,Functions
51223831,1,51223517,2018-07-07 13:48:02,1,Functions
35777917,1,35775881,2016-03-03 16:39:03,0,Functions
40279633,1,40241475,2016-10-27 8:22:51,4,Functions
8569306,1,8568976,2011-12-20 0:16:07,3,Functions
15440033,1,15439730,2013-03-15 18:49:31,3,Functions
20121151,1,19957644,2013-11-21 12:34:54,1,Functions
14023238,1,14023146,2012-12-24 15:41:09,3,Functions
13563230,1,13562429,2012-11-26 10:46:02,69,Functions
21802070,1,21094698,2014-02-15 18:52:18,1,Functions
26643388,1,26292969,2014-10-30 1:08:02,12,Functions
34280508,1,34279941,2015-12-15 3:12:57,1,Functions
51296159,1,51294713,2018-07-12 1:28:35,1,Functions
27370909,1,27370845,2014-12-09 3:20:54,1,Functions
15255481,1,15251871,2013-03-06 18:46:04,3,Functions
39803652,1,39769956,2016-10-01 6:20:15,2,Functions
27436012,1,27435997,2014-12-12 2:43:25,4,Functions
38800069,1,38738590,2016-08-06 2:42:46,1,Functions
38539512,1,38539314,2016-07-23 7:54:10,3,Functions
14393561,1,14392896,2013-01-18 6:30:29,6,Functions
24077092,1,24076612,2014-06-06 8:09:23,2,Functions
7211514,1,7209946,2011-08-26 23:34:54,13,Functions
19459023,1,19456810,2013-10-18 21:04:17,0,Functions
34476053,1,34475007,2015-12-26 22:59:58,0,Functions
32741173,1,32739351,2015-09-23 13:37:11,4,Functions
24476318,1,24475816,2014-06-29 13:04:40,21,Functions
43057587,1,42738917,2017-03-27 22:35:49,1,Functions
43733021,1,43732767,2017-05-02 8:05:24,5,Functions
23423401,1,23423159,2014-05-02 7:56:46,0,Functions
44735204,1,44734470,2017-06-24 10:01:36,1,Functions
14907039,1,14893995,2013-02-16 4:42:30,4,Functions
15384330,1,15382215,2013-03-13 11:42:48,0,Functions
48251123,1,48250901,2018-01-14 15:29:29,1,Functions
36151470,1,36132302,2016-03-22 10:10:20,0,Functions
20734596,1,20734217,2013-12-22 22:12:44,3,Functions
8722391,1,8722317,2012-01-04 5:24:48,0,Functions
43396775,1,43292477,2017-04-13 15:54:26,2,Functions
24635083,1,24634274,2014-07-08 14:55:15,0,Functions
49855449,1,49855328,2018-04-16 10:48:34,6,Functions
42026260,1,41880572,2017-02-03 14:14:21,6,Functions
8361394,1,8361301,2011-12-02 19:16:11,2,Functions
25823671,1,25823279,2014-09-13 13:25:15,0,Functions
8636952,1,7626013,2011-12-26 15:19:16,8,Functions
46625873,1,46625627,2017-10-07 22:52:34,1,Functions
53422548,1,53401732,2018-11-22 1:04:25,0,Functions
25646656,1,25646346,2014-09-03 14:14:04,1,Functions
29890099,1,29864634,2015-04-27 7:53:37,0,Functions
23590180,1,23590129,2014-05-11 7:40:10,0,Functions
4210520,1,4210346,2010-11-18 0:14:51,6,Functions
40855066,1,40854875,2016-11-28 23:03:19,0,Functions
44234205,1,44234175,2017-05-29 3:25:52,2,Functions
49913957,1,49906476,2018-04-19 6:16:32,1,Functions
49537505,1,49534757,2018-03-28 14:40:51,1,Functions
18476538,1,18471333,2013-08-27 22:30:46,1,Functions
18709515,1,18709391,2013-09-10 1:41:03,1,Functions
25489941,1,25489359,2014-08-25 16:04:19,4,Functions
12420968,1,12350775,2012-09-14 8:45:23,4,Functions
23945768,1,23945738,2014-05-30 1:43:58,1,Functions
22625510,1,22623827,2014-03-25 4:34:07,3,Functions
23286905,1,23286850,2014-04-25 7:35:19,2,Functions
49712917,1,49710896,2018-04-07 23:17:23,4,Functions
20140096,1,18888572,2013-11-22 8:17:24,8,Functions
51816402,1,51816287,2018-08-13 6:35:58,2,Functions
12769732,1,12769591,2012-10-07 14:36:03,1,Functions
19480100,1,19480083,2013-10-20 16:51:43,1,Functions
14696363,1,14696091,2013-02-04 21:55:19,0,Functions
19968636,1,19808972,2013-11-14 2:53:01,0,Functions
20061174,1,19957760,2013-11-19 1:02:32,3,Functions
11740982,1,11733033,2012-07-31 13:16:38,1,Functions
10808543,1,10808370,2012-05-30 0:28:47,1,Functions
51144273,1,51144211,2018-07-02 22:06:15,1,Functions
28211792,1,28211714,2015-01-29 10:01:39,2,Functions
15565808,1,15565774,2013-03-22 8:26:56,2,Functions
22524082,1,22524066,2014-03-20 5:19:40,5,Functions
53203550,1,53166093,2018-11-08 8:03:49,0,Functions
31764669,1,31672965,2015-08-01 18:05:50,1,Functions
19566953,1,19401889,2013-10-24 13:12:46,6,Functions
7330770,1,7329070,2011-09-07 8:17:10,2,Functions
4357553,1,4357538,2010-12-05 5:39:58,5,Functions
30906653,1,30906015,2015-06-18 4:49:07,2,Functions
11580661,1,11580606,2012-07-20 13:46:21,3,Functions
15819616,1,15819006,2013-04-04 19:04:46,4,Functions
10281306,1,10280042,2012-04-23 13:17:51,5,Functions
2561540,1,2561480,2010-04-01 15:28:02,24,Functions
21212755,1,21211495,2014-01-19 3:11:36,0,Functions
7266566,1,7266310,2011-09-01 5:59:00,10,Functions
27077852,1,27077508,2014-11-22 13:21:59,2,Functions
38189495,1,38189310,2016-07-04 17:06:52,2,Functions
15644315,1,15643483,2013-03-26 18:06:09,1,Functions
25194892,1,25194572,2014-08-08 1:44:34,2,Functions
20489872,1,20488876,2013-12-10 8:52:47,2,Functions
11146408,1,11146319,2012-06-21 20:42:23,4,Functions
2960381,1,2960279,2010-06-02 18:20:51,4,Functions
6483940,1,6478693,2011-06-26 12:34:16,5,Functions
24184421,1,24183664,2014-06-12 12:27:58,1,Functions
20204708,1,20204437,2013-11-25 22:29:44,1,Functions
10452990,1,10450601,2012-05-04 16:52:21,2,Functions
32535361,1,32535251,2015-09-12 5:06:15,2,Functions
7572903,1,7572303,2011-09-27 16:59:10,4,Functions
19564773,1,19564219,2013-10-24 11:33:58,6,Functions
6697773,1,6694417,2011-07-14 17:56:58,4,Functions
35395451,1,35395094,2016-02-14 18:27:26,1,Functions
14877619,1,14877094,2013-02-14 14:57:44,4,Functions
20547210,1,20546336,2013-12-12 15:15:29,1,Functions
11381941,1,11381001,2012-07-08 9:09:09,3,Functions
11071471,1,11071421,2012-06-17 13:01:47,6,Functions
17117898,1,17116516,2013-06-14 22:02:19,0,Functions
10466610,1,10450571,2012-05-05 22:48:57,2,Functions
33306447,1,33304921,2015-10-23 15:42:32,2,Functions
17583711,1,17538209,2013-07-11 1:41:07,0,Functions
48712885,1,47315633,2018-02-09 19:32:17,0,Functions
23940263,1,23144895,2014-05-29 18:21:06,1,Functions
22098026,1,22097768,2014-02-28 14:34:50,1,Functions
7054627,1,7053865,2011-08-14 2:34:19,15,Functions
11087017,1,11086938,2012-06-18 16:25:06,4,Functions
14097632,1,14097386,2012-12-31 5:02:02,7,Functions
11638850,1,11638097,2012-07-24 20:33:10,2,Functions
29270478,1,29270407,2015-03-26 3:13:10,1,Functions
8276884,1,8276809,2011-11-26 7:04:30,4,Functions
29460994,1,29460944,2015-04-05 18:55:47,3,Functions
36321674,1,36318384,2016-03-30 23:38:48,2,Functions
5474531,1,5473828,2011-03-29 14:52:50,33,Functions
24875960,1,24873504,2014-07-21 22:33:45,5,Functions
6961714,1,6961634,2011-08-05 19:38:10,7,Functions
41290152,1,41270199,2016-12-22 19:09:37,2,Functions
15137708,1,15137355,2013-02-28 14:16:08,1,Functions
20944074,1,20943624,2014-01-06 6:10:59,1,Functions
20488528,1,20488369,2013-12-10 7:29:16,2,Functions
16361198,1,12805195,2013-05-03 14:23:41,1,Functions
37552040,1,37551678,2016-05-31 17:24:53,2,Functions
10634914,1,10634695,2012-05-17 11:31:41,7,Functions
13622731,1,13620894,2012-11-29 9:36:35,2,Functions
25645307,1,25644309,2014-09-03 13:12:12,2,Functions
24397820,1,24397782,2014-06-24 23:13:03,4,Functions
12762355,1,12761664,2012-10-06 17:57:09,4,Functions
21212925,1,21212812,2014-01-19 3:43:11,2,Functions
11815439,1,11814482,2012-08-05 9:46:40,3,Functions
14302328,1,14302180,2013-01-13 9:41:45,5,Functions
20976091,1,20975592,2014-01-07 15:54:50,2,Functions
22128350,1,22127833,2014-03-02 13:43:17,3,Functions
15863175,1,15863048,2013-04-07 13:56:07,3,Functions
41173362,1,41173225,2016-12-15 21:08:32,3,Functions
16812718,1,16812592,2013-05-29 11:30:28,3,Functions
21213350,1,21213279,2014-01-19 4:50:52,2,Functions
26109626,1,26109577,2014-09-29 22:01:46,4,Functions
5311679,1,5311230,2011-03-15 12:26:20,10,Functions
24567305,1,24559167,2014-07-04 5:34:14,7,Functions
41351323,1,41351173,2016-12-27 19:48:47,3,Functions
36214276,1,36214257,2016-03-25 5:00:12,3,Functions
49127870,1,49100164,2018-03-06 9:51:10,0,Functions
19777763,1,19777669,2013-11-04 21:44:39,4,Functions
9541449,1,9540263,2012-03-02 22:47:18,2,Functions
30491520,1,30484769,2015-05-27 19:31:39,2,Functions
34290670,1,34284553,2015-12-15 13:35:50,1,Functions
27077852,1,27077508,2014-11-22 13:21:59,2,Functions
39720328,1,39711385,2016-09-27 8:56:37,1,Functions
24417172,1,24416822,2014-06-25 19:40:53,1,Functions
14894894,1,14874967,2013-02-15 12:37:56,4,Functions
15305122,1,15304398,2013-03-08 23:32:51,1,Functions
17259450,1,17256272,2013-06-23 9:38:52,3,Functions
29087719,1,29087376,2015-03-16 21:59:27,3,Functions
20943945,1,20942983,2014-01-06 6:02:02,0,Functions
35900312,1,35898305,2016-03-09 18:59:38,0,Functions
34995438,1,34994904,2016-01-25 14:50:24,4,Functions
51395333,1,51394999,2018-07-18 6:50:29,0,Functions
3215329,1,3195601,2010-07-09 18:04:39,5,Functions
43916564,1,43915822,2017-05-11 13:14:43,2,Functions
10463856,1,10401163,2012-05-05 16:40:06,10,Functions
24009759,1,24003891,2014-06-03 7:47:56,0,Functions
25706495,1,25706370,2014-09-07 2:12:53,0,Functions
26495239,1,26494858,2014-10-21 19:59:27,4,Functions
17359895,1,17359566,2013-06-28 7:54:50,6,Functions
1316340,1,1316035,2009-08-22 16:19:49,2,Functions
23263611,1,23263009,2014-04-24 8:23:58,3,Functions
17299098,1,17297481,2013-06-25 13:47:34,5,Functions
22816002,1,22815897,2014-04-02 15:21:06,1,Functions
23493344,1,23488280,2014-05-06 11:23:10,16,Functions
12111465,1,12108127,2012-08-24 14:34:58,4,Functions
17601502,1,17596436,2013-07-11 19:11:33,2,Functions
15547953,1,15546248,2013-03-21 12:45:09,4,Functions
32006293,1,32005296,2015-08-14 9:05:02,2,Functions
20876719,1,20875585,2014-01-02 5:10:31,1,Functions
28158770,1,28156960,2015-01-26 21:07:04,4,Functions
28918875,1,28918657,2015-03-07 19:11:41,3,Functions
14439288,1,14438539,2013-01-21 13:03:40,4,Functions
14664587,1,14664500,2013-02-02 17:40:12,2,Functions
34192883,1,34192325,2015-12-10 2:48:26,1,Functions
31885211,1,31885048,2015-08-07 19:25:12,2,Functions
28286095,1,28282858,2015-02-02 20:24:54,2,Functions
22698125,1,22696539,2014-03-27 20:07:13,4,Functions
34567441,1,34567088,2016-01-02 15:18:37,3,Functions
14633962,1,14633909,2013-01-31 19:50:17,5,Functions
29420512,1,29417793,2015-04-02 19:02:17,1,Functions
26576548,1,26574326,2014-10-26 18:40:32,18,Functions
34231735,1,34231392,2015-12-11 20:09:31,1,Functions
34397929,1,34394727,2015-12-21 14:25:13,0,Functions
17322192,1,17317672,2013-06-26 13:59:48,1,Functions
12831148,1,12830923,2012-10-11 2:02:11,1,Functions
10165681,1,10165651,2012-04-15 20:16:30,2,Functions
11658109,1,11657282,2012-07-25 20:30:31,1,Functions
26638991,1,26638620,2014-10-29 19:30:47,2,Functions
9801199,1,9800968,2012-03-21 8:46:17,6,Functions
12674415,1,12673161,2012-10-01 13:37:15,3,Functions
13761412,1,13761260,2012-12-07 10:38:27,4,Functions
38925454,1,38925329,2016-08-12 19:46:06,3,Functions
15178629,1,15174395,2013-03-02 19:43:41,8,Functions
13888101,1,13888026,2012-12-15 0:23:28,4,Functions
12681573,1,12678152,2012-10-01 21:44:44,4,Functions
13525448,1,13525171,2012-11-23 8:36:48,4,Functions
17631872,1,17631795,2013-07-13 16:04:40,5,Functions
17047316,1,17047231,2013-06-11 14:58:24,3,Functions
14001011,1,13999506,2012-12-22 7:40:00,10,Functions
23661667,1,23658726,2014-05-14 17:49:23,1,Functions
12835800,1,12835730,2012-10-11 8:55:35,4,Functions
12932548,1,12932089,2012-10-17 10:44:12,8,Functions
12772671,1,12771152,2012-10-07 20:37:52,1,Functions
19628655,1,19625218,2013-10-28 6:49:04,4,Functions
20209116,1,20208991,2013-11-26 5:20:24,1,Functions
13035548,1,13035102,2012-10-23 16:56:21,3,Functions
6915717,1,6915336,2011-08-02 17:01:09,1,Functions
19213844,1,19213567,2013-10-06 20:56:04,1,Functions
23201656,1,23201030,2014-04-21 16:42:54,2,Functions
46753550,1,46753101,2017-10-15 9:23:25,2,Functions
44115821,1,44079793,2017-05-22 14:42:25,3,Functions
15078043,1,15075463,2013-02-25 22:48:45,8,Functions
24976064,1,24975898,2014-07-26 22:22:41,1,Functions
2889692,1,2889528,2010-05-22 20:45:49,5,Functions
4548804,1,4530428,2010-12-28 19:24:24,3,Functions
33319526,1,33319410,2015-10-24 14:53:52,1,Functions
15892829,1,15892571,2013-04-09 3:35:06,4,Functions
51395333,1,51394999,2018-07-18 6:50:29,0,Functions
8279716,1,8119718,2011-11-26 16:09:52,5,Functions
6815933,1,6815519,2011-07-25 12:13:42,3,Functions
7988323,1,7987971,2011-11-02 22:54:35,5,Functions
7575775,1,7050114,2011-09-27 21:15:19,2,Functions
17327929,1,17327352,2013-06-26 18:38:47,5,Functions
15189871,1,15189406,2013-03-03 19:31:30,5,Functions
7518675,1,7518111,2011-09-22 17:05:07,3,Functions
35438918,1,35313685,2016-02-16 17:15:22,0,Functions
36243771,1,36242542,2016-03-27 4:18:24,3,Functions
13749704,1,13749654,2012-12-06 18:02:04,3,Functions
11040103,1,11038874,2012-06-14 19:33:07,2,Functions
28157142,1,28157016,2015-01-26 19:17:56,3,Functions
20695942,1,20695615,2013-12-20 3:47:23,1,Functions
19086047,1,19081076,2013-09-30 3:29:20,1,Functions
36731786,1,36731721,2016-04-20 0:32:54,1,Functions
26699419,1,26698975,2014-11-02 12:44:11,0,Functions
8770633,1,8770617,2012-01-07 15:09:58,30,Functions
23305851,1,23305669,2014-04-26 2:15:47,1,Functions
10784241,1,10783123,2012-05-28 11:53:24,3,Functions
10096973,1,10096008,2012-04-10 21:51:01,2,Functions
12935275,1,12934629,2012-10-17 13:20:36,3,Functions
12075027,1,12074497,2012-08-22 14:10:00,7,Functions
12110960,1,12108307,2012-08-24 14:03:59,2,Functions
7232680,1,7231824,2011-08-29 16:07:13,26,Functions
8056418,1,8048652,2011-11-08 20:04:31,5,Functions
7208723,1,7205742,2011-08-26 17:56:34,8,Functions
6067986,1,6067898,2011-05-20 5:56:17,9,Functions
30077279,1,30074073,2015-05-06 12:49:51,1,Functions
19749344,1,19740018,2013-11-03 2:47:33,1,Functions
2010819,1,2010098,2010-01-06 3:43:05,2,Functions
21874561,1,21869693,2014-02-19 8:11:18,6,Functions
38325566,1,38323372,2016-07-12 9:57:09,3,Functions
31275294,1,31275249,2015-07-07 17:18:59,2,Functions
33354734,1,33171329,2015-10-26 20:12:07,2,Functions
7412910,1,7411497,2011-09-14 7:48:29,3,Functions
20530942,1,20530903,2013-12-11 22:07:58,1,Functions
25592508,1,25591323,2014-08-31 13:37:25,2,Functions
4093320,1,4093008,2010-11-04 2:09:06,2,Functions
22059290,1,22059165,2014-02-27 4:50:28,4,Functions
7798265,1,7797897,2011-10-17 19:03:56,3,Functions
24388952,1,24361899,2014-06-24 14:15:44,4,Functions
19105139,1,19104741,2013-09-30 22:40:48,1,Functions
49642186,1,49641991,2018-04-04 3:18:15,1,Functions
49642186,1,49641991,2018-04-04 3:18:15,1,Functions
32160973,1,32160723,2015-08-22 21:30:36,0,Functions
16977114,1,16977048,2013-06-07 5:52:15,0,Functions
18010921,1,17992512,2013-08-02 7:14:59,2,Functions
20873989,1,20873953,2014-01-01 22:33:15,4,Functions
33069563,1,33062574,2015-10-11 20:05:26,9,Functions
45642323,1,45642180,2017-08-11 19:13:06,2,Functions
35344421,1,35343995,2016-02-11 16:13:57,1,Functions
42158606,1,42157485,2017-02-10 11:45:04,1,Functions
28790768,1,28790226,2015-03-01 6:20:50,0,Functions
18893527,1,18893369,2013-09-19 11:35:00,6,Functions
15652360,1,15652208,2013-03-27 5:17:03,0,Functions
16441264,1,16440595,2013-05-08 12:53:31,5,Functions
23777474,1,23768759,2014-05-21 8:05:24,0,Functions
27876110,1,27875763,2015-01-10 12:14:38,1,Functions
23946124,1,23945921,2014-05-30 2:30:49,3,Functions
10901164,1,10900696,2012-06-05 16:30:06,5,Functions
12546341,1,12546148,2012-09-22 18:01:26,1,Functions
12132967,1,12132838,2012-08-26 18:56:56,1,Functions
44231801,1,44231378,2017-05-28 20:35:56,1,Functions
10619375,1,10617850,2012-05-16 13:16:24,4,Functions
15576714,1,15520822,2013-03-22 17:44:32,1,Functions
23949095,1,23948326,2014-05-30 7:17:10,0,Functions
34760465,1,34760119,2016-01-13 7:12:13,2,Functions
30394328,1,30393863,2015-05-22 10:27:50,5,Functions
25346293,1,25346055,2014-08-17 4:23:00,0,Functions
29813618,1,29813566,2015-04-23 4:22:21,2,Functions
51608517,1,51606569,2018-07-31 8:12:22,4,Functions
34236968,1,34236683,2015-12-12 6:19:55,0,Functions
21016137,1,21014213,2014-01-09 9:25:16,2,Functions
51288625,1,50883569,2018-07-11 14:54:52,1,Functions
14363506,1,14362885,2013-01-16 16:50:26,4,Functions
9319522,1,9318686,2012-02-16 21:41:38,2,Functions
13731858,1,13731249,2012-12-05 20:31:22,1,Functions
31657025,1,31440744,2015-07-27 15:23:34,2,Functions
17984949,1,17984912,2013-08-01 3:48:11,17,Functions
50575882,1,50575420,2018-05-29 3:22:48,1,Functions
44411396,1,44398509,2017-06-07 11:27:49,2,Functions
23822659,1,23822264,2014-05-23 6:45:45,0,Functions
24303720,1,24303046,2014-06-19 9:53:26,1,Functions
23713023,1,23712809,2014-05-17 15:23:23,1,Functions
24056186,1,24055699,2014-06-05 9:15:48,4,Functions
24027510,1,24027348,2014-06-04 1:17:47,2,Functions
19138662,1,19138553,2013-10-02 13:56:08,3,Functions
36884679,1,36880506,2016-04-27 8:45:03,0,Functions
15583461,1,15582205,2013-03-23 4:47:18,2,Functions
12921020,1,12918780,2012-10-16 18:22:20,4,Functions
10907832,1,10907738,2012-06-06 3:32:50,2,Functions
15039740,1,15039074,2013-02-23 11:00:25,6,Functions
31268101,1,23225958,2015-07-07 12:04:27,2,Functions
38125215,1,37310011,2016-06-30 13:53:43,2,Functions
17172994,1,17172843,2013-06-18 15:33:04,1,Functions
20221919,1,20221616,2013-11-26 15:58:17,0,Functions
25951015,1,25949650,2014-09-20 16:38:06,0,Functions
45239995,1,45239773,2017-07-21 14:17:16,0,Functions
28754099,1,28746974,2015-02-26 22:35:04,1,Functions
13220415,1,13219624,2012-11-04 16:25:27,4,Functions
23939684,1,23935363,2014-05-29 17:48:55,1,Functions
17383922,1,17383829,2013-06-29 19:23:21,4,Functions
14656078,1,14655302,2013-02-01 22:25:02,2,Functions
34124054,1,34117550,2015-12-06 23:14:44,1,Functions
6008967,1,6008631,2011-05-15 14:22:17,2,Functions
18919844,1,18844642,2013-09-20 14:55:34,0,Functions
36454856,1,36444906,2016-04-06 14:56:08,1,Functions
13415688,1,13415584,2012-11-16 11:28:45,6,Functions
38426658,1,38426064,2016-07-17 22:49:24,2,Functions
27628768,1,27627873,2014-12-23 22:11:19,1,Functions
23763760,1,23762034,2014-05-20 15:14:55,2,Functions
28441919,1,28441398,2015-02-10 21:15:34,7,Functions
14457295,1,14456248,2013-01-22 11:13:30,4,Functions
